id,folder,filename,originalClassification,status,primaryClass,subclass,compatibleClasses,atmosphereVisible,waterVisible,vegetationVisible,iceVisible,volcanismVisible,lightingCleanable,earthGeography,correctionReason,rejectionReason,materialCreated,systemThumbnailCreated,sha256
P23-20,Gaia B — Island Paradise,Gaia B — Island Paradise 6.png,Gaia B — Island Paradise,accepted,greenhouse,green-chemical,,True,False,False,False,False,True,False,Opaque green cloud envelope; surface islands and water are not established.,,True,True,e09baf5ed7ed79a8757a1a24a9f227ba267451eaa6a376d5e349a7cc32cb35c3
P23-21,Gaia B — Island Paradise,Gaia B — Island Paradise 7.png,Gaia B — Island Paradise,rejected,temperate,gaia-islands,,True,True,True,False,False,False,False,,"Severe baked shadow, glare or dark blur prevents clean planetary albedo.",False,False,d331af647fb233457262129430d28635ac897c6aa8a635fa7c20432bcc75fb56
P23-22,Gaia B — Island Paradise,Gaia B — Island Paradise 8.png,Gaia B — Island Paradise,rejected,temperate,gaia-islands,,True,True,True,False,False,False,False,,"Severe baked shadow, glare or dark blur prevents clean planetary albedo.",False,False,612e7581656ad55655f4635149783bdab4bca51ea4d67c1a4deda37488dd0b8c
P23-23,Gaia B — Island Paradise,Gaia B — Island Paradise 9.png,Gaia B — Island Paradise,rejected,temperate,gaia-islands,,True,True,True,False,False,False,False,,Persistent colored limb glare or dark lighting strip visible during rotation.,True,True,a345c74f8fa829e5c0f72ecafb28977015d3d49daa601ca210daa1b7d8237341
P24-01,Gaia C — Supercontinent World,Gaia C — Supercontinent World 1.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,00f61432ffcfed773142b833a3a08ce3b388b00ead746966d641bba4977c873f
P24-02,Gaia C — Supercontinent World,Gaia C — Supercontinent World 10.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,False,False,,Persistent colored limb glare or dark lighting strip visible during rotation.,True,True,216c52350ee88f62dd10afefbc249ea88b8656123d619ff2144e350dac7cec12
P24-03,Gaia C — Supercontinent World,Gaia C — Supercontinent World 11.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,False,False,,"Converted coastlines read as flat graphic branching shapes, lacking plausible planetary surface detail.",True,True,3f151a5564fd78beb1fa533da4e164c3f8e2ee8eeac018e2e8bf8bca6c8ddb15
P24-04,Gaia C — Supercontinent World,Gaia C — Supercontinent World 12.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,not prepared (source excluded),True,,Closer inspection confirms recognizable Earth-derived continents/coastlines; excluded from alien-world selection.,False,False,902d52298b6385da86d351fcb44d312c78738c46e5d59e3f9ec3e5d74eb02ac3
P24-05,Gaia C — Supercontinent World,Gaia C — Supercontinent World 13.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,26e85999b71f14b866a64703edf833aa1b9b814164884ad8cebd72d817974a84
P24-06,Gaia C — Supercontinent World,Gaia C — Supercontinent World 14.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,e5f13d2bcfa116d1f9d3287c4f21dac0b1cd6f26f59439713c8957ddc866cf47
P24-07,Gaia C — Supercontinent World,Gaia C — Supercontinent World 15.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,False,False,,Persistent colored limb glare or dark lighting strip visible during rotation.,True,True,2d311b5f68a68a859909a9d332b8018fde2f9ba4550b78e9017faeed7d3bc65c
P24-08,Gaia C — Supercontinent World,Gaia C — Supercontinent World 16.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,ba5938b1237a8e6248bb606c2cdd4a8f7c950a43b0478bb4f52c4efd6fe40b3a
P24-09,Gaia C — Supercontinent World,Gaia C — Supercontinent World 17.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,False,False,,Persistent colored limb glare or dark lighting strip visible during rotation.,True,True,31f25db2946284f3ef9987ef14fc4423b110524038cb9c98d131d645c290a2f0
P24-10,Gaia C — Supercontinent World,Gaia C — Supercontinent World 18.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,5a3979d396c03a4c8c764641b22d99c493863bbad78252ddc73d7245f7925653
P24-11,Gaia C — Supercontinent World,Gaia C — Supercontinent World 19.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,not prepared (source excluded),False,,Low-detail hazy surface and deep baked right hemisphere.,False,False,78ab911d321d5a853ab72395a3eebfbad494aa0cc4bd0dbbeb2c1251b6a03644
P24-12,Gaia C — Supercontinent World,Gaia C — Supercontinent World 2.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,not prepared (source excluded),False,,Overscaled elevated coastal wall and model-like relief is implausible from orbit.,False,False,2001ce36419c6b0854fc08b014fe3201d0227ae826a633ca3059601ada36c6e7
P24-13,Gaia C — Supercontinent World,Gaia C — Supercontinent World 20.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,not prepared (source excluded),True,,Closer inspection confirms recognizable Earth-derived continents/coastlines; excluded from alien-world selection.,False,False,a2ddd1bbc2bbe516f381581b050af72a07862ffca56cf05b877fd200b0a8bf63
P24-14,Gaia C — Supercontinent World,Gaia C — Supercontinent World 21.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,8900628c75c60a946145fc7679f40b81857f33149992d46eb399ce62996aa83c
P24-15,Gaia C — Supercontinent World,Gaia C — Supercontinent World 22.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,30f4d4a791007b1296b587db5683ad8aeab14162285454c98dba0c4f6d89b897
P24-16,Gaia C — Supercontinent World,Gaia C — Supercontinent World 23.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,4a2705bb6de311a069d8b335bf2a9b1279bb96cbac487613ca69a9c38aeaf254
P24-17,Gaia C — Supercontinent World,Gaia C — Supercontinent World 24.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,not prepared (source excluded),True,,Closer inspection confirms recognizable Earth-derived continents/coastlines; excluded from alien-world selection.,False,False,153cc473d746e3d8cbfb5a8b6447b503f9bd53e285326bed0354b7d97e570207
P24-18,Gaia C — Supercontinent World,Gaia C — Supercontinent World 25.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,b02445297fafb519062c5391dbda76e1b1a963ed12cbe42a30a3984f3b04cc73
P24-19,Gaia C — Supercontinent World,Gaia C — Supercontinent World 26.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,not prepared (source excluded),True,,"Clear Africa, Mediterranean, Arabia and neighboring Earth coastlines.",False,False,c3aab198ea9ee93803b1e727466705ce289cea5774b75d45be2537a310f8ddac
P24-20,Gaia C — Supercontinent World,Gaia C — Supercontinent World 3.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,5428ece759b15925e99930bc062c049f3b2779bed76fc1ece743b123773dd469
P24-21,Gaia C — Supercontinent World,Gaia C — Supercontinent World 4.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,False,False,,Persistent colored limb glare or dark lighting strip visible during rotation.,True,True,75d137c968237cc69cc47301b3b624c0976c8f896f080af4fcd712becd1ec5f8
P24-22,Gaia C — Supercontinent World,Gaia C — Supercontinent World 5.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,ff1a111f99fce2d02f8efc8eeb45e5538d224c8dd69a9feae04c87ef505df0e9
P24-23,Gaia C — Supercontinent World,Gaia C — Supercontinent World 6.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,6e41c845a8e5a09e96d2c52f0bdabd69db3b897a6bf0ad73198598803608e29e
P24-24,Gaia C — Supercontinent World,Gaia C — Supercontinent World 7.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,6dd909f6b037497c853ef92a23e8210eb96799f6d3bfa33608279e2745cd86c6
P24-25,Gaia C — Supercontinent World,Gaia C — Supercontinent World 8.png,Gaia C — Supercontinent World,rejected,temperate,gaia-supercontinent,,True,True,True,some polar ice,False,False,False,,Persistent colored limb glare or dark lighting strip visible during rotation.,True,True,bf3ed67ce976de12d6d079a60e832c1b22f459ac195cf43763b5625293f45bef
P24-26,Gaia C — Supercontinent World,Gaia C — Supercontinent World 9.png,Gaia C — Supercontinent World,accepted,temperate,gaia-supercontinent,,True,True,True,False,False,True,False,,,True,True,d3c982267927ab5b24479e3e453fdd18ecea450ef6b2b60d22694b18ec4e0e4b
P25-01,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 1.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,9ac987b99e22d5466bba5913a2b7b5da9d84bf53c9628cc5fc1586d13e1fb8b5
P25-02,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 10.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,2fb101bf22c8968a793488e514f60f6ac1710d7ab14ef9c0bd6db2c2518b531f
P25-03,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 11.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,5276c331a3e6ea62c396e5941c20997d4e018c9cc989678e0df7f3327f4577fb
P25-04,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 12.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,4a946fee7ef74629d455632bc4b49d05b0e621addfe16b79300775fe7b2f553e
P25-05,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 13.png,Inferno A — Fractured Lava World,rejected,volcanic,fractured-lava,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,a7932923ce660cefa67584518b53fb26dbaef50fd908cdee86d7ea4ec944ef85
P25-06,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 14.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,4b76c8981dcf6569e631d39bb381ef44c869e194496f6af12239e1b47a01f2ec
P25-07,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 15.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,134662a76fb3cc2963e9f0bd70949c8c970c16b7d283cd569cb457b1b59efdfc
P25-08,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 16.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,59c3d594451502294fa506177e315365b6378f6bd4163425cc8d767afc8fd43e
P25-09,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 17.png,Inferno A — Fractured Lava World,rejected,volcanic,fractured-lava,,False,False,False,False,True,not prepared (source excluded),False,,Repeated large vortex/crater rings look artificially duplicated.,False,False,cdfd87f7a9b0897ac83d687cec710a71ecb25fec09b5e3aac35e5710eaa593ff
P25-10,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 18.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,7385ffed9e6c1e6d4327d1f66dc156d057dbe99255c6dc7c2825d842f4adf306
P25-11,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 19.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,bba6c188a1980144914805d5f166cb81f4cbe8311135d35113d927010577f744
P25-12,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 2.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,5e300c2d27759b6720d008b16b2a3ea0d23e9d01e39cce335112fe54fe6e66a6
P25-13,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 20.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,efa947a78b9323942d85f465cc3fe2a1bed75da6abd79ca62db393b813e4aa4a
P25-14,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 21.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,dc378b75d8a5345b0b9f1c99cca0e0c03e20ced7a48f4bb24cda8244c3976475
P25-15,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 22.png,Inferno A — Fractured Lava World,rejected,volcanic,fractured-lava,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,98ac81bcbc98dabfcaa01398c49303ca447df33a107fbc6e22e4b03c844e2a21
P25-16,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 23.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,f61597a82f3725d25cd8da4c5d743b5db1a2942bfbd2d80b4630f0dd17474f28
P25-17,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 3.png,Inferno A — Fractured Lava World,rejected,volcanic,fractured-lava,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,aeb749e118d2b0adffb32c9ef60bffd2656fb320936e832da09dcd5044aa8d73
P25-18,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 4.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,5f6f8a36ccabd96f0f5f9eab9792c5722a9d1e4baf082e6297f91cf6b1a784cd
P25-19,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 5.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,2d17e613dc44fd178433a33a0ec9eae945bad461e789f8762367e0bed988f50e
P25-20,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 6.png,Inferno A — Fractured Lava World,rejected,volcanic,fractured-lava,,False,False,False,False,True,not prepared (source excluded),False,,Overscaled protruding dark crater and distorted silhouette.,False,False,1c5306a34de03751cdb425e03540b43ed9332311bdb835d8cba7447be116b1f6
P25-21,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 7.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,c2aa1b57af26f2a38cb62bab87874afb321db35d5eabc9af631c1e9e374cb4d2
P25-22,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 8.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,65fd0fccd1e18e5bf2c1ef57a258c7c19403858f6fd494ad61c25971a5d458b3
P25-23,Inferno A — Fractured Lava World,Inferno A — Fractured Lava World 9.png,Inferno A — Fractured Lava World,accepted,volcanic,fractured-lava,,False,False,False,False,True,True,False,,,True,True,caccd69226af85a832a9672702808a11e0245c3ccaecf9136a390cb55fd24e52
P26-01,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 1.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,not prepared (source excluded),True,,Earth continental shapes recognizable in dark crust over molten seas.,False,False,4532d3e9c9175d8a103a2a38eed0117772253f5b4cdb5222e9ccca582592ead6
P26-02,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 10.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,not prepared (source excluded),False,,Overscaled detached crust/clumps give a miniature decorative sphere appearance.,False,False,b97eff3517a55eb8834d3041759940c1567ecf460a74681afe14bb7ecbcc841b
P26-03,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 11.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,aae576827bc7bc96a96dd45bc3a5fea39039b699b61b8fcfb25360c80f527998
P26-04,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 12.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,"Converted surface is excessively soft or clipped, with insufficient convincing surface detail.",True,True,81f5f2164b602748005b04651eb3dd81336c05a9e2540217bfb5db7de6d662ce
P26-05,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 13.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,5958e201514167880d10aa7cbbe6b78799e92e80f79d56d3135bc4921e2666d4
P26-06,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 14.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,not prepared (source excluded),False,,Overscaled detached crust/clumps give a miniature decorative sphere appearance.,False,False,f61f2c11dc1b441072cfbb5f4c823969126d98cbb8e76e3cd28a8a3f92885ba8
P26-07,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 15.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,4946614453300c8848b43a6dc39c50bf306d506dd8711b95b7aa12076aa893c8
P26-08,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 16.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,93dcfe4003597acb30ac4f40d21fe39dd6f5118b018076486b7ae9cf246845a6
P26-09,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 17.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,429a0ccedf7b03230a4dbb2366205da12898427c4e0d527eca318b28783e8564
P26-10,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 18.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,bfcfca3f63c30a90c73b508cc1999f58862cfc9446bfd5c6dada976a1a75ddb5
P26-11,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 19.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,d5df4155eb1059cf6c6bf5513efc0d0f4d2d12b333dd82cf164ff0fb9495d039
P26-12,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 2.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,4bc9c24f516404e2402bf4d6b52d2ec986bf5ff1967f2fc1d79dc803c7ec256a
P26-13,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 20.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,not prepared (source excluded),True,,Earth continental shapes recognizable in dark crust over molten seas.,False,False,9c9dc2a9c0af6d1e779b1543cce81e9465e03e1668e3cd2f533365f41f724d29
P26-14,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 21.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,not prepared (source excluded),True,,Earth continental shapes recognizable in dark crust over molten seas.,False,False,8e82baef2a259f1e305800303586a3600bb45372b10e23c15079f86d7d49cea7
P26-15,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 22.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,6f1003334bd93a1cab4fba84977f440ddd4094ee6b2e2937ba4a967566ae65f1
P26-16,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 3.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,not prepared (source excluded),False,,Overscaled detached crust/clumps give a miniature decorative sphere appearance.,False,False,17114c02503175a70356355f7566f8b4afac906efb4691e3ef9b4bd7958a1bbe
P26-17,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 4.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,bf13f8b8c5613f04e8cb1429fe400f6518b2aed898a351eb91014b8b3c775a73
P26-18,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 5.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,09b0c72b497a3de3f0f16fb42c3b89512d8973342916f3538b8c981fb7ff120a
P26-19,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 6.png,Inferno B — Magma Ocean World,rejected,volcanic,magma-ocean,,False,False,False,False,True,False,False,,Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,38a8a7f0a24e9766d6553b156b1231c0204c1bb8bf0e392d7de589d4dcd42be6
P26-20,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 7.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,34e1fd8c3f961e2ca78bb667a40cc4ff12a3df53fd29ae9d751c699553fd4fcb
P26-21,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 8.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,f19f7d660435acc3d531270d3d55231e4e8f40b90ca5d0d3bef5ef5061210cd7
P26-22,Inferno B — Magma Ocean World,Inferno B — Magma Ocean World 9.png,Inferno B — Magma Ocean World,accepted,volcanic,magma-ocean,,False,False,False,False,True,True,False,,,True,True,3c3d0035c6dab6dbf201942cbaab85907886b20d3b1872aeed06694e6ff696f3
P27-01,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 1.png,Inferno C — Sulfur Hell World,rejected,volcanic,magma-ocean,,some haze,False,False,False,localized or dormant,False,False,"Global molten emission dominates, rather than primarily sulfur-coated solid crust.",Material preparation retained excessive unrecoverable darkness or clipped highlights.,False,False,17f11355b2f94f4233b6186b56528e0de5dbd1fe05456260d6f6f58760f7fed9
P27-02,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 10.png,Inferno C — Sulfur Hell World,rejected,volcanic,sulfur-inferno,,some haze,False,False,False,localized or dormant,not prepared (source excluded),False,,Flat graphic or decorative swirling/cracked sphere is inconsistent with realistic planetary terrain.,False,False,98d01124819786466c493fb3df7510d73e87c5c5a775439dfa52ae75f9bc9d10
P27-03,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 11.png,Inferno C — Sulfur Hell World,rejected,volcanic,sulfur-inferno,,some haze,False,False,False,localized or dormant,not prepared (source excluded),False,,Flat graphic or decorative swirling/cracked sphere is inconsistent with realistic planetary terrain.,False,False,6a3b3a20db4df29b7b8bedc06382acd5d3eefe7e5746d577ed4d4043dbb2c606
P27-04,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 12.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,True,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,,True,True,3ce31e17ec2a1ffe58f6de7f703a0d4d4c64c657e7b5347e6091949a17e50261
P27-05,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 13.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,True,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,,True,True,18cdc76ee70790618b5f954827d555b9327eb1adefe98c408223a19340e81445
P27-06,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 14.png,Inferno C — Sulfur Hell World,rejected,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,False,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,Persistent colored limb glare or baked shadow strip remains visible during rotation.,True,True,6b89adbc0ed305234d5f5f5d4d5dbe3db2d188f758bf709050ade9734b28b392
P27-07,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 15.png,Inferno C — Sulfur Hell World,rejected,volcanic,sulfur-inferno,,some haze,False,False,False,localized or dormant,not prepared (source excluded),False,,Flat graphic or decorative swirling/cracked sphere is inconsistent with realistic planetary terrain.,False,False,01c3ff0903f304cb22c268887e515831b602e84fb19ed8cffd9a789f794b9a71
P27-08,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 16.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,True,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,,True,True,d965c784328902fd0568b6497ed2e0895902d63e065a2d4b6b080a13a90c3e3a
P27-09,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 17.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-inferno,,some haze,False,False,False,localized or dormant,True,False,,,True,True,e266e1b2f54b6a0dbf13d93d2166fe84563fd4828bff9fe5dc567cf132c48767
P27-10,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 18.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-inferno,,some haze,False,False,False,localized or dormant,True,False,,,True,True,7939f4d520d711ff61f02480b67ec0e2bd04602921722d945f2003220021a43d
P27-11,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 19.png,Inferno C — Sulfur Hell World,rejected,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,False,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,Persistent colored limb glare or baked shadow strip remains visible during rotation.,True,True,4248b8f3c2ad0feabbc28a5fe30b555f8c635325f1f0126797f49d742f74ef33
P27-12,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 2.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,True,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,,True,True,63880aebedc23133e70c9cb358ee5e57f43b7e53162224104b33bd403da5449a
P27-13,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 20.png,Inferno C — Sulfur Hell World,rejected,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,False,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,"Converted surface is excessively soft or clipped, with insufficient convincing surface detail.",True,True,e464dbbf50cc7a477ebf27dda336a1fb84faad1ee9d817c285db73798f57aa12
P27-14,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 3.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,True,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,,True,True,978cfdf64831bb94950359e192abed0ee5285cb5b24d7ece980ad6235ac5fdf0
P27-15,Inferno C — Sulfur Hell World,Inferno C — Sulfur Hell World 4.png,Inferno C — Sulfur Hell World,accepted,volcanic,sulfur-volcanic,,some haze,False,False,False,localized or dormant,True,False,Yellow mineral crust with little visible global magma; use localized activity instead of a globally molten temperature.,,True,True,581451a1a3c7ec4742589a2a5be688dcb3ad9f9c7be38852e3d7b8cd741b2acd
